code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
290002,泰信先行策略混合,0.15%,500元起购,7.50%,9.81%,21.80%,5.18%,16.02%,225.26%,混合型,9.87亿元（2019-12-31）,2004-06-28,泰信基金
290001,泰信天天收益货币A,0.00%,1000元起购,0.12%,0.46%,1.00%,2.03%,8.80%,58.86%,货币型,0.83亿元（2019-12-31）,2004-02-10,泰信基金
288201,华夏货币B,0.00%,5000000元起购,0.19%,0.60%,1.28%,2.62%,10.84%,31.57%,货币型,103.44亿元（2019-12-31）,2012-12-10,华夏基金
290003,泰信双息双利债券,0.00%,1000元起购,1.35%,2.11%,3.47%,4.57%,10.53%,66.17%,债券型,0.45亿元（2019-12-31）,2006-06-15,泰信基金
290006,泰信蓝筹精选混合,0.15%,1000元起购,-0.92%,-9.88%,-1.85%,-9.23%,-22.75%,36.89%,混合型,0.84亿元（2019-12-31）,2009-04-22,泰信基金
290005,泰信优势增长混合,0.15%,1000元起购,4.00%,3.03%,21.19%,17.99%,7.76%,131.97%,混合型,0.64亿元（2019-12-31）,2008-06-25,泰信基金
290007,泰信债券增强收益A,0.08%,1000元起购,0.84%,0.86%,2.27%,2.64%,9.33%,47.00%,债券型,0.02亿元（2019-12-31）,2009-07-29,泰信基金
288102,华夏稳定双利债券C,0.00%,100元起购,0.98%,2.35%,3.50%,4.67%,10.80%,144.80%,债券型,3.54亿元（2019-12-31）,2006-07-20,华夏基金
270047,广发理财30天债券B,0.00%,5000000元起购,0.19%,0.64%,1.35%,2.76%,11.70%,34.65%,理财型,376.06亿元（2019-12-31）,2013-01-14,广发基金
270046,广发理财30天债券A,0.00%,1000元起购,0.17%,0.57%,1.20%,2.46%,10.73%,31.84%,理财型,4.26亿元（2019-12-31）,2013-01-14,广发基金
270049,广发纯债债券C,0.00%,10元起购,1.33%,3.21%,3.22%,5.59%,13.98%,47.80%,债券型,2.02亿元（2019-12-31）,2012-12-12,广发基金
270050,广发新经济混合,0.15%,10元起购,6.58%,17.42%,28.54%,52.43%,72.95%,210.80%,混合型,3.08亿元（2019-12-31）,2013-02-06,广发基金
288001,华夏经典混合,0.15%,100元起购,5.16%,-1.32%,5.66%,11.11%,10.02%,410.45%,混合型,7.45亿元（2019-12-31）,2004-03-15,华夏基金
270048,广发纯债债券A,0.08%,10元起购,1.32%,3.29%,3.38%,6.02%,15.10%,50.39%,债券型,4.39亿元（2019-12-31）,2012-12-12,广发基金
288101,华夏货币A,0.00%,100元起购,0.17%,0.54%,1.16%,2.37%,10.04%,63.05%,货币型,21.19亿元（2019-12-31）,2005-04-20,华夏基金
288002,华夏收入混合,0.15%,100元起购,2.28%,-2.93%,8.34%,0.35%,4.08%,1018.42%,混合型,24.89亿元（2019-12-31）,2005-11-17,华夏基金
270045,广发双债添利债券C,0.00%,100元起购,1.48%,2.89%,4.25%,7.01%,18.26%,45.23%,债券型,3.83亿元（2019-12-31）,2012-09-20,广发基金
270041,广发消费品精选混合,0.15%,10元起购,8.91%,1.12%,11.10%,20.28%,46.80%,226.20%,混合型,5.97亿元（2019-12-31）,2012-06-12,广发基金
270029,广发聚财信用债券A,0.08%,10元起购,1.28%,2.42%,3.67%,6.76%,16.80%,72.41%,债券型,15.08亿元（2019-12-31）,2012-03-13,广发基金
270026,广发中小板300联接,0.12%,100元起购,2.74%,-2.76%,10.72%,1.19%,-6.44%,11.80%,联接基金,2.01亿元（2019-12-31）,2011-06-09,广发基金
270044,广发双债添利债券A,0.03%,100元起购,1.51%,2.99%,4.44%,7.37%,19.34%,47.98%,债券型,94.60亿元（2019-12-31）,2012-09-20,广发基金
270030,广发聚财信用债券B,0.00%,10元起购,1.14%,2.21%,3.40%,6.27%,15.29%,67.51%,债券型,3.71亿元（2019-12-31）,2012-03-13,广发基金
270028,广发制造业精选混合,0.15%,100元起购,4.99%,1.78%,30.94%,38.85%,43.37%,226.30%,混合型,5.68亿元（2019-12-31）,2011-09-20,广发基金
270043,广发理财年年红债券,0.035%,100元起购,0.30%,0.69%,1.39%,2.67%,11.53%,32.04%,定开债券,45.34亿元（2019-12-31）,2012-07-19,广发基金
270042,广发纳斯达克100指数A,0.13%,100元起购,25.79%,-3.48%,8.04%,17.48%,63.53%,231.89%,QDII-指数,21.12亿元（2019-12-31）,2012-08-15,广发基金
270023,广发全球精选股票(QDII),0.16%,100元起购,21.20%,0.52%,21.03%,18.80%,22.99%,130.76%,QDII,6.49亿元（2019-12-31）,2010-08-18,广发基金
270021,广发聚瑞混合,0.15%,100元起购,7.03%,2.42%,22.85%,38.50%,63.49%,200.00%,混合型,15.63亿元（2019-12-31）,2009-06-16,广发基金
270022,广发内需增长混合,0.15%,100元起购,6.33%,-0.19%,12.42%,17.80%,17.28%,15.89%,混合型,10.55亿元（2019-12-31）,2010-04-19,广发基金
270014,广发货币B,0.00%,5000000元起购,0.18%,0.61%,1.27%,2.56%,10.49%,47.24%,货币型,53.93亿元（2019-12-31）,2009-04-20,广发基金
270010,广发沪深300ETF联接A,0.12%,10元起购,3.34%,-7.32%,-2.47%,-4.24%,15.18%,122.43%,联接基金,22.04亿元（2019-12-31）,2008-12-30,广发基金
270009,广发增强债券,0.00%,10元起购,1.17%,2.11%,3.32%,5.57%,14.76%,91.04%,债券型,10.08亿元（2019-12-31）,2008-03-27,广发基金
270025,广发行业领先混合A,0.15%,100元起购,13.08%,2.68%,10.02%,16.02%,4.88%,96.76%,混合型,14.27亿元（2019-12-31）,2010-11-23,广发基金
270007,广发大盘成长混合,0.15%,100元起购,8.71%,-3.82%,0.97%,14.96%,28.43%,40.01%,混合型,38.61亿元（2019-12-31）,2007-06-13,广发基金
270008,广发核心精选混合,0.15%,100元起购,12.07%,3.13%,13.52%,15.62%,5.12%,279.94%,混合型,9.00亿元（2019-12-31）,2008-07-16,广发基金
270006,广发策略优选混合,0.15%,100元起购,5.20%,-2.62%,7.83%,15.08%,13.14%,332.54%,混合型,34.91亿元（2019-12-31）,2006-05-17,广发基金
270004,广发货币A,0.00%,100元起购,0.16%,0.55%,1.14%,2.31%,9.70%,58.21%,货币型,25.61亿元（2019-12-31）,2005-05-20,广发基金
270002,广发稳健增长混合,0.15%,10元起购,7.03%,5.28%,9.86%,28.47%,54.28%,1035.66%,混合型,130.44亿元（2019-12-31）,2004-07-26,广发基金
261101,景顺长城稳定收益债券C,0.00%,1000元起购,1.02%,2.35%,3.50%,5.46%,10.98%,31.41%,债券型,0.07亿元（2019-12-31）,2011-03-25,景顺长城基金
261102,景顺长城优信增利债券C,0.00%,100元起购,1.59%,2.76%,4.01%,4.60%,11.57%,48.68%,债券型,0.03亿元（2019-12-31）,2012-03-15,景顺长城基金
262001,景顺长城大中华混合,0.16%,1000元起购,9.52%,-1.39%,11.53%,13.01%,39.45%,92.57%,QDII,1.63亿元（2019-12-31）,2011-09-22,景顺长城基金
270005,广发聚丰混合,0.15%,100元起购,6.29%,8.49%,18.31%,36.17%,18.34%,555.40%,混合型,57.92亿元（2019-12-31）,2005-12-23,广发基金
270001,广发聚富混合,0.15%,100元起购,1.69%,-1.54%,4.88%,2.40%,15.54%,521.46%,混合型,15.13亿元（2019-12-31）,2003-12-03,广发基金
261002,景顺长城优信增利债券A,0.08%,1000元起购,1.61%,2.86%,4.22%,5.02%,11.90%,51.93%,债券型,0.05亿元（2019-12-31）,2012-03-15,景顺长城基金
260117,景顺长城支柱产业混合,0.15%,1000元起购,4.75%,-3.61%,2.81%,1.61%,31.44%,74.36%,混合型,1.23亿元（2019-12-31）,2012-11-20,景顺长城基金
257070,国联安优选行业混合,0.15%,100元起购,4.54%,8.33%,37.87%,67.96%,68.35%,207.82%,混合型,11.35亿元（2019-12-31）,2011-05-23,国联安基金
260202,景顺货币B,0.00%,5000000元起购,0.18%,0.61%,1.29%,2.48%,9.94%,36.82%,货币型,1.42亿元（2019-12-31）,2010-04-30,景顺长城基金
261001,景顺长城稳定收益债券A,0.08%,1000元起购,1.02%,2.44%,3.69%,5.92%,12.21%,36.42%,债券型,4.10亿元（2019-12-31）,2011-03-25,景顺长城基金
257060,国联安上证商品ETF联接,0.15%,100元起购,2.69%,-9.76%,1.12%,-11.32%,-11.22%,-48.51%,联接基金,0.98亿元（2019-12-31）,2010-12-01,国联安基金
260101,景顺长城优选混合,0.15%,10元起购,2.21%,1.47%,18.11%,27.10%,45.57%,1183.97%,混合型,37.60亿元（2019-12-31）,2003-10-24,景顺长城基金
260102,景顺货币A,0.00%,100元起购,0.16%,0.55%,1.16%,2.23%,9.15%,48.60%,货币型,42.50亿元（2019-12-31）,2003-10-24,景顺长城基金
260116,景顺长城核心竞争力混合A,0.15%,100元起购,6.33%,-1.52%,5.93%,11.14%,44.40%,307.53%,混合型,33.06亿元（2019-12-31）,2011-12-20,景顺长城基金
255010,国联安稳健混合,0.15%,100元起购,4.82%,-0.55%,9.54%,7.01%,21.30%,489.11%,混合型,1.56亿元（2019-12-31）,2003-08-08,国联安基金
257010,国联安小盘精选混合,0.15%,100元起购,9.11%,2.16%,11.82%,4.83%,12.31%,467.61%,混合型,9.08亿元（2019-12-31）,2004-04-12,国联安基金
253061,国联安信心增长债券B,0.00%,100元起购,2.14%,1.63%,4.14%,5.58%,11.00%,31.97%,债券型,0.02亿元（2019-12-31）,2012-02-22,国联安基金
253060,国联安信心增长债券A,0.06%,100元起购,2.16%,1.70%,4.29%,5.89%,12.07%,35.31%,债券型,0.47亿元（2019-12-31）,2012-02-22,国联安基金
257050,国联安主题驱动混合,0.15%,100元起购,5.41%,2.89%,15.96%,25.35%,40.69%,76.99%,混合型,1.15亿元（2019-12-31）,2009-08-26,国联安基金
257040,国联安红利混合,0.15%,100元起购,-0.80%,-11.39%,-9.08%,-18.37%,-23.53%,97.92%,混合型,0.57亿元（2019-12-31）,2008-10-22,国联安基金
257020,国联安精选混合,0.15%,100元起购,5.88%,6.84%,33.29%,35.01%,32.17%,821.25%,混合型,7.41亿元（2019-12-31）,2005-12-28,国联安基金
257030,国联安优势混合,0.15%,100元起购,6.34%,-1.98%,8.10%,4.67%,20.04%,164.96%,混合型,4.18亿元（2019-12-31）,2007-01-24,国联安基金
253030,国联安信心增益债券,0.08%,100元起购,1.19%,2.07%,2.74%,4.95%,13.44%,28.00%,债券型,0.53亿元（2019-12-31）,2010-06-22,国联安基金
253010,国联安安心成长混合,0.15%,100元起购,2.36%,2.06%,4.68%,5.31%,3.74%,142.66%,混合型,3.67亿元（2019-12-31）,2005-07-13,国联安基金
241001,华宝海外中国成长混合,0.15%,100元起购,11.21%,-2.74%,12.23%,11.08%,27.95%,84.50%,QDII,3.58亿元（2019-12-31）,2008-05-07,华宝基金
253050,国联安货币A,0.00%,100元起购,0.13%,0.50%,1.09%,2.18%,9.26%,33.72%,货币型,1.31亿元（2019-12-31）,2011-01-26,国联安基金
253020,国联安增利债券A,0.08%,100元起购,1.20%,2.52%,4.27%,7.09%,2.52%,68.56%,债券型,0.22亿元（2019-12-31）,2009-03-11,国联安基金
253021,国联安增利债券B,0.00%,100元起购,1.24%,2.43%,4.14%,6.68%,1.32%,61.58%,债券型,0.22亿元（2019-12-31）,2009-03-11,国联安基金
240022,华宝资源优选混合,0.15%,100元起购,6.49%,-4.84%,5.66%,3.68%,20.74%,60.94%,混合型,5.08亿元（2019-12-31）,2012-08-21,华宝基金
253051,国联安货币B,0.00%,5000000元起购,0.15%,0.56%,1.21%,2.42%,10.05%,36.72%,货币型,87.44亿元（2019-12-31）,2011-01-26,国联安基金
240014,华宝中证100指数A,0.12%,100元起购,3.72%,-7.32%,-3.31%,-0.79%,33.87%,45.10%,股票指数,7.49亿元（2019-12-31）,2009-09-29,华宝基金
240017,华宝新兴产业混合,0.15%,100元起购,6.95%,0.41%,14.67%,20.98%,10.54%,140.78%,混合型,4.14亿元（2019-12-31）,2010-12-07,华宝基金
240016,华宝上证180价值联接,0.15%,100元起购,0.68%,-8.26%,-5.41%,-7.30%,20.23%,81.45%,联接基金,1.46亿元（2019-12-31）,2010-04-23,华宝基金
240013,华宝增强收益债券B,0.00%,100元起购,1.75%,0.15%,3.18%,5.57%,11.85%,59.30%,债券型,0.10亿元（2019-12-31）,2009-02-17,华宝基金
240012,华宝增强收益债券A,0.08%,100元起购,1.79%,0.25%,3.38%,6.00%,13.19%,66.47%,债券型,0.99亿元（2019-12-31）,2009-02-17,华宝基金
240018,华宝可转债债券A,0.08%,100元起购,0.78%,3.63%,15.71%,18.90%,27.47%,20.92%,债券型,1.34亿元（2019-12-31）,2011-04-27,华宝基金
240020,华宝医药生物混合,0.15%,100元起购,12.83%,11.56%,20.46%,52.02%,78.94%,246.54%,混合型,6.30亿元（2019-12-31）,2012-02-28,华宝基金
240011,华宝大盘精选混合,0.15%,100元起购,9.11%,-0.03%,11.50%,23.19%,36.09%,159.46%,混合型,1.08亿元（2019-12-31）,2008-10-07,华宝基金
240010,华宝行业精选混合,0.15%,100元起购,5.57%,0.11%,13.68%,9.21%,-9.41%,29.55%,混合型,17.68亿元（2019-12-31）,2007-06-14,华宝基金
240009,华宝先进成长混合,0.15%,100元起购,6.97%,7.83%,23.25%,30.06%,35.00%,366.33%,混合型,10.00亿元（2019-12-31）,2006-11-07,华宝基金
240008,华宝收益增长混合,0.15%,100元起购,2.35%,-8.61%,2.90%,-4.99%,-14.45%,399.78%,混合型,8.41亿元（2019-12-31）,2006-06-15,华宝基金
240007,华宝现金宝货币B,0.00%,5000000元起购,0.18%,0.61%,1.29%,2.64%,10.62%,61.78%,货币型,0.65亿元（2019-12-31）,2005-03-31,华宝基金
240019,华宝中证银行ETF联接A,0.10%,100元起购,-0.64%,-11.78%,-12.21%,-11.35%,13.51%,59.14%,联接基金,0.98亿元（2019-12-31）,2011-08-09,华宝基金
240006,华宝现金宝货币A,0.00%,100元起购,0.16%,0.55%,1.16%,2.39%,9.82%,56.04%,货币型,70.76亿元（2019-12-31）,2005-03-31,华宝基金
240005,华宝多策略增长开放,0.15%,100元起购,1.80%,-3.83%,7.32%,8.46%,9.07%,488.08%,股票型,14.11亿元（2019-12-31）,2004-05-11,华宝基金
240003,华宝宝康债券A,0.08%,100元起购,0.99%,2.69%,3.59%,6.21%,17.00%,175.56%,债券型,12.75亿元（2019-12-31）,2003-07-15,华宝基金
240002,华宝宝康配置混合,0.12%,100元起购,3.07%,0.27%,10.44%,19.38%,31.37%,636.60%,混合型,3.58亿元（2019-12-31）,2003-07-15,华宝基金
240001,华宝宝康消费品,0.12%,100元起购,10.37%,7.01%,26.20%,33.64%,48.25%,1104.86%,混合型,11.67亿元（2019-12-31）,2003-07-15,华宝基金
233015,大摩量化配置混合A,0.15%,1000元起购,3.36%,-6.21%,-0.18%,-1.15%,-0.76%,105.03%,混合型,5.39亿元（2019-12-31）,2012-12-11,摩根士丹利华鑫基金
233012,大摩多元收益债券A,0.08%,100元起购,0.46%,-0.46%,4.04%,8.55%,17.69%,95.60%,债券型,18.14亿元（2019-12-31）,2012-08-28,摩根士丹利华鑫基金
233011,大摩主题优选混合,0.15%,100元起购,5.56%,-2.17%,7.52%,18.48%,28.19%,199.42%,混合型,2.31亿元（2019-12-31）,2012-03-13,摩根士丹利华鑫基金
240004,华宝动力组合,0.15%,100元起购,1.76%,0.45%,22.51%,13.02%,4.72%,653.67%,混合型,9.34亿元（2019-12-31）,2005-11-17,华宝基金
233013,大摩多元收益债券C,0.00%,100元起购,0.48%,-0.53%,3.90%,8.12%,16.23%,89.10%,债券型,7.95亿元（2019-12-31）,2012-08-28,摩根士丹利华鑫基金
233009,大摩多因子策略混合,0.15%,100元起购,5.89%,-1.68%,7.44%,-2.26%,-23.86%,109.46%,混合型,14.44亿元（2019-12-31）,2011-05-17,摩根士丹利华鑫基金
233008,大摩消费领航混合,0.15%,100元起购,5.10%,-0.54%,4.68%,19.26%,-13.25%,-18.63%,混合型,1.27亿元（2019-12-31）,2010-12-03,摩根士丹利华鑫基金
233007,大摩卓越成长混合,0.15%,100元起购,4.36%,-2.87%,7.08%,21.23%,27.42%,227.02%,混合型,5.71亿元（2019-12-31）,2010-05-18,摩根士丹利华鑫基金
233006,大摩领先优势混合,0.15%,100元起购,1.96%,-2.08%,14.37%,8.31%,14.91%,122.60%,混合型,3.97亿元（2019-12-31）,2009-09-22,摩根士丹利华鑫基金
233010,大摩深证300指数增强,0.12%,100元起购,4.96%,-2.67%,8.83%,3.92%,6.25%,56.50%,股票指数,0.45亿元（2019-12-31）,2011-11-15,摩根士丹利华鑫基金
217020,招商安达灵活配置混合,0.15%,100元起购,2.15%,2.08%,18.86%,38.45%,49.70%,130.44%,混合型,1.57亿元（2019-12-31）,2011-09-01,招商基金
217019,招商深证TMT50ETF联接A,0.15%,100元起购,0.00%,-5.17%,12.77%,12.43%,13.59%,55.05%,联接基金,3.15亿元（2019-12-31）,2011-06-27,招商基金
217018,招商安瑞进取债券,0.08%,100元起购,0.61%,-0.05%,3.92%,5.91%,10.73%,82.70%,债券型,0.54亿元（2019-12-31）,2011-03-17,招商基金
217021,招商优势企业混合,0.15%,100元起购,2.86%,2.44%,12.34%,13.76%,21.38%,152.10%,混合型,0.76亿元（2019-12-31）,2012-02-01,招商基金
217022,招商产业债券A,0.08%,100元起购,1.21%,2.59%,4.44%,7.87%,21.93%,88.77%,债券型,67.51亿元（2019-12-31）,2012-03-21,招商基金
217023,招商信用增强债券A,0.08%,100元起购,0.66%,1.69%,4.63%,8.40%,7.89%,56.17%,债券型,0.72亿元（2019-12-31）,2012-07-20,招商基金
217016,招商深证100指数A,0.12%,100元起购,3.97%,-4.58%,7.68%,7.24%,28.97%,52.06%,股票指数,0.99亿元（2019-12-31）,2010-06-22,招商基金
217014,招商现金增值货币B,0.00%,10000000元起购,0.13%,0.53%,1.16%,2.45%,10.35%,44.46%,货币型,37.80亿元（2019-12-31）,2009-12-01,招商基金
217013,招商中小盘混合,0.15%,100元起购,7.57%,4.09%,15.86%,39.38%,53.85%,106.00%,混合型,2.16亿元（2019-12-31）,2009-12-25,招商基金
217017,招商上证消费80ETF联接A,0.15%,100元起购,8.55%,0.08%,7.41%,10.69%,36.06%,79.19%,联接基金,1.16亿元（2019-12-31）,2010-12-08,招商基金
217008,招商安本增利债券,0.00%,100元起购,0.68%,1.48%,7.66%,11.34%,7.98%,143.47%,债券型,2.60亿元（2019-12-31）,2006-07-11,招商基金
217010,招商大盘蓝筹混合,0.15%,100元起购,10.38%,10.61%,23.89%,37.43%,47.74%,238.84%,混合型,4.45亿元（2019-12-31）,2008-06-19,招商基金
217012,招商行业领先混合A,0.15%,100元起购,5.07%,0.12%,10.92%,21.43%,39.59%,99.53%,混合型,4.06亿元（2019-12-31）,2009-06-19,招商基金
217009,招商核心价值混合,0.15%,100元起购,10.43%,9.20%,21.31%,31.56%,42.24%,73.38%,混合型,11.59亿元（2019-12-31）,2007-03-30,招商基金
217011,招商安心收益债券C,0.00%,100元起购,1.18%,2.55%,4.26%,7.18%,19.28%,112.94%,债券型,73.20亿元（2019-12-31）,2008-10-22,招商基金
217005,招商先锋混合,0.15%,100元起购,6.49%,6.29%,13.02%,24.11%,63.50%,487.27%,混合型,18.09亿元（2019-12-31）,2004-06-01,招商基金
213909,宝盈货币B,0.00%,5000000元起购,0.20%,0.61%,1.28%,2.59%,10.50%,44.82%,货币型,27.33亿元（2019-12-31）,2009-08-05,宝盈基金
213010,宝盈中证100指数增强A,0.12%,100元起购,3.79%,-6.48%,-0.78%,4.78%,44.42%,64.50%,股票指数,2.35亿元（2019-12-31）,2010-02-08,宝盈基金
217004,招商现金增值货币A,0.00%,100元起购,0.11%,0.47%,1.04%,2.21%,9.56%,61.53%,货币型,93.35亿元（2019-12-31）,2004-01-14,招商基金
213009,宝盈货币A,0.00%,100元起购,0.18%,0.55%,1.16%,2.34%,9.71%,41.14%,货币型,15.17亿元（2019-12-31）,2009-08-05,宝盈基金
213917,宝盈增强收益债券C,0.00%,100元起购,1.40%,1.46%,1.44%,1.14%,8.85%,84.99%,债券型,0.14亿元（2019-12-31）,2008-10-20,宝盈基金
217003,招商安泰债券A,0.08%,100元起购,1.09%,2.14%,3.96%,7.28%,18.25%,168.06%,债券型,4.06亿元（2019-12-31）,2003-04-28,招商基金
217002,招商安泰平衡混合,0.15%,100元起购,5.07%,4.42%,10.09%,15.40%,25.17%,352.44%,混合型,1.82亿元（2019-12-31）,2003-04-28,招商基金
217001,招商安泰混合,0.15%,100元起购,4.74%,2.02%,13.24%,17.98%,28.70%,652.51%,混合型,4.69亿元（2019-12-31）,2003-04-28,招商基金
213006,宝盈核心优势混合A,0.15%,100元起购,1.90%,1.43%,31.28%,37.20%,50.10%,248.23%,混合型,12.08亿元（2019-12-31）,2009-03-17,宝盈基金
213002,宝盈泛沿海增长混合,0.15%,100元起购,3.06%,-5.09%,-1.67%,5.28%,4.65%,171.88%,混合型,10.74亿元（2019-12-31）,2005-03-08,宝盈基金
213001,宝盈鸿利收益灵活配置混合A,0.15%,100元起购,8.26%,10.46%,40.93%,71.23%,125.86%,820.12%,混合型,6.32亿元（2019-12-31）,2002-10-08,宝盈基金
210013,金鹰货币B,0.00%,5000000元起购,0.18%,0.62%,1.33%,2.69%,11.09%,31.39%,货币型,79.17亿元（2019-12-31）,2012-12-07,金鹰基金
213008,宝盈资源优选混合,0.15%,100元起购,8.35%,3.14%,6.29%,16.21%,-1.49%,135.83%,混合型,22.01亿元（2019-12-31）,2008-04-15,宝盈基金
213007,宝盈增强收益债券A/B,0.08%,100元起购,1.44%,1.56%,1.64%,1.55%,10.18%,101.95%,债券型,0.27亿元（2019-12-31）,2008-05-15,宝盈基金
210012,金鹰货币A,0.00%,100元起购,0.16%,0.56%,1.20%,2.44%,10.29%,29.11%,货币型,1.45亿元（2019-12-31）,2012-12-07,金鹰基金
210014,金鹰元丰债券,0.06%,100元起购,2.01%,2.84%,12.18%,14.47%,20.11%,51.29%,债券型,0.51亿元（2019-12-31）,2013-01-30,金鹰基金
213003,宝盈策略增长混合,0.15%,100元起购,5.90%,8.77%,20.46%,26.29%,12.76%,112.89%,混合型,17.59亿元（2019-12-31）,2007-01-19,宝盈基金
210008,金鹰策略配置混合,0.15%,100元起购,3.34%,10.99%,33.65%,23.61%,30.95%,103.98%,混合型,0.53亿元（2019-12-31）,2011-09-01,金鹰基金
